"id","article"
"10112"," okab okab scaffold eps month yen yen yen yen yen div billion interim million million million million million million million shar mth current mater structur net note result june fram make parent parent operat sale"
"10113"," compan chikagai chikagai eps march year year full yen yen yen yen yen div billion million million million million current yokoham yokoham net ago note actual late parent parent forecast forecast ord sale"
"10114"," early happn market market market market sect econom thai thai thai thin baht baht baht baht baht stock stock interest month low low low low low begin birsel bank bank bank point point uneas billion billion mid wait peopl week week week week week fund fund fund fund percent percent percent anal local local expect mood mood mood rest gain gain index index rally rally brok brok brok million million thursday support support pull pull shed polit polit polit polit buy singapor prevail sideway foreign foreign financ financ confid worry worry worry cent farm continu spark prim declin minist premy london lack bangkok move fact posit front uncertain uncertain part attack kick turnov plan break break dominat wednesday wednesday banharn hong silp kong arch japan japan chang due due coal robert set set set negat unchang unchang enter partn coupl activ hope count trad trad fizzl beat"
"10115"," bee compan ampl limit limit early rach market market mediteranean unwork absorb recent recent recent econom sulphur sulphur high high high high high month month low low damp cover start april petroleum amount poor firm firm cargoe cargoe cargoe cargoe cargoe cargoe spot free seek larg larg complet bought bought slight germ grad grad percent percent strong strong requir help expect expect expect expect expect moment fix level reut reut window pric pric pric pric pric pric pric pric pric pric pric pric pric ang soft rally rally contribut million million europ mideast mideast mideast mideast thursday thursday support open push deliv deliv deliv deliv deliv end end end arbitr crud crud oil oil oil oil oil oil oil monday remain remain chin chin author rise current current august august august august august august august august august buy buy buy fuel fuel fuel fuel fuel fuel fuel singapor singapor singapor singapor singapor singapor centistok told told provid import import import eventual margin head purchas continu continu lin bid bid bid india india india move won mediterranean half korean uncertain hove estimat estimat south bpd bpd lift basi ton ton ton ton ton ton ton ton ton ton ton ton ton ton fob fob aug malays malays run run july day hike asian refin refin septemb septemb septemb septemb septemb sri tend tend reduc board carg carg carg barrel demand demand uptrend june friday suppl suppl thailand thailand thailand hit hit due due newsroom add bull norm norm asia asia asia korea region surg trad trad trad trad trad trad trad trad trad trad trad trad trad trad trad trad"
"10116"," tepc tepc tepc econom territ rate rate rate year invest franc franc gross domest produc straight percent percent percent populat assign aaa aaa environ tripl moody moody moody million thursday nation nation industr swiss swiss pow import servic servic toky toky base electr includ septemb account favor japan bond bond due operat"
"10117"," pour yuk sui reach revert year year handov hotel lo lo radio occup peopl percent percent percent swell expect govern transf wit million thursday end chin chin rise daily tourist tourist told assoc numb visit visit tour half chief thousand colon july flock centur midnight histor hong hong hong hong station kong kong kong kong june june rule see sovereignt pct"
"10118"," stay compan compan compan compan bring early study lopez lopez shun econom cpc cpc cpc yeh yeh yeh yeh yeh tien fon reach extract liao beneex beneex beneex own own receiv agree agree petroleum petroleum petroleum petroleum invest invest firm firm deal occup occup wait peopl week produc produc produc report stat stat stat stat local local govern govern govern govern decid petroecuador pai soil maxus thursday ypf contract contract crud oil oil oil oil oil oil oil oil oil oil chin chin chin chin ops daily foreign foreign foreign foreign made monopo head continu continu continu notic explor explor explor new argentin direct energ patricio abdal problem taiw taiw taiw taipei ban revis revis revis plan corp includ sa wednesday regulat giant barrel army army project joint order ventur ecuador ecuador ecuador ecuador ecuador ecuador ecuador ecuador ecuador separat bucaram newsroom presid operat hope hope offic offic quit block block block block"
"10119"," oji oji oji oji honshu honshu profitabiliy high downgrad downgrad downgrad downgrad rate rate low begin merg term term review octob yen affect billion baa1 baa1 invest debt debt moody moody moody moody moody belief thursday long long approxim august conclud financ servic lever paperboard pape pape pape base a3 plan impact worth cond negat operat"
"10120"," sumitom firm stat million thursday crud oil oil oil win chiyod chiyod won corp corp refin refin refin japan slovnaft slovak slovak sole ord ord mln"
"10121"," immed manil manil month month year year year billion billion billion billion billion billion billion amount amount peso peso peso peso week stat stat treasur treasur treasur treasur bill bill bill bill thursday auction monday monday remain increas bureau august off offer offer move sell philippin gave reduc reduc comment total explan regul newsroom offic"
"10122"," thai thai iat tian pcl yin ship ship vict hui act act act tapioc tapioc mina hai assoc arriv pellet bangkok date load load ton shi chart announc departur port"
"10123"," market clear tenor rate rate month month facil ka ka moneymarket privat bank bank point unit issu pay float million deposit deposit arrang hk hk coupon cent offer hsbc certif date basi wah wah detail septemb hong hong hong kong kong kong set newsroom sole frcd interbank mln"
"10124"," compan combust launch launch march kw begin tomatouatsum fluidis schedul octob start produc introduc decid gain test test thursday techn pow pow pow pow hokkaid hokkaid hokkaid pressur kilowat exper bed newly electr electr electr run run want plant plant plant therm spokesm spokesm coal make operat operat delay delay commerc"
"10125"," early market back rumor clos clos clos high high high interest interest interest rate rate rate rate low year yen bank bank point midsess fall deal deal deal peopl week slight loan percent expect expect check check brok thursday open deposit end end talk weekend chin chin rise rise foreign exchang cut cut cut cut intr intr shanghai shanghai consolid base session immin day day sud wednesday wednesday hong kong demand uptrend dollar dollar dollar japan friday chang hit late yuan yuan yuan yuan yuan yuan yuan yuan activ interbank amid trad trad trad trad"
"10126"," negot early early novemb novemb novemb octan furnac furnac sulphur sulphur sulphur sulphur clos gas monsoon month low dec countr year year rain rain keamar keamar term term fotc asterisk x60 x60 x60 remaind fal octob octob octob octob octob start generat petroleum petroleum roll resourc cargoe cargoe decemb decemb decemb decemb quart quart quart quart quart quart bought bought issu issu produc produc percent percent percent percent percent natur requir cst cst cst decid lead parcel mean pric pric janu volum volum million mideast mideast mideast mideast thursday deliv deliv deliv deliv deliv contract tns tns tns tns tns tns tns tns tns oil oil oil oil oil oil oil oil oil oil oil oil renew swiss rais fuel fuel fuel fuel fuel fuel fuel fuel fuel buy buy buy buy buy singapor pow pow off commit cent hydroelectr import import import import import quot quot quot continu minist minist heavy pakist pakist pakist pakist pakist pakist pakist pakist pakist northern freight cost estimat basi basi basi denot ton ton ton ton ton ton ton ton ton base detail july corp septemb septemb septemb septemb diesel diesel diesel diesel diesel diesel diesel diesel diesel reduc tend tend tend tend tend tend tend prem gasolin gasolin gasolin gasolin gasolin kuwait barrel barrel barrel carg carg carg demand total suppl oct late kpc kpc kpc newsroom add add glencor fourth fourth bakr bakr valid offic offic offic offic trad trad trad hydropow option option"
"10127"," recov compan react react react early early market market market market sect foremost slip stock stock stock clos clos clos ming interest low joyc lien chan year construc term provinc liu point point affect billion tie firm firm invest invest invest invest food ukrain ukrain issu ship ship ship lost percent percent minor expect govern govern govern sent sent outperform pric gain gain gain jieh eag index brok brok brok entitl shar thursday support end pull pull talk secret hou industr chin chin chin chin chin chin chin chin chin chin time polit rise off off foreign weak side cent focus focus initial servic trip trip play weight hear georg take take take take petrochem note direct direct await rile taiw taiw taiw taiw taipei taipei link link session turnov wang profit profit profit profit mainland impass post wednesday wednesday impact bad resum caut caut plast hit marin jardin rule flem late don see recogn vice presid hope amid trad yang"
"10128"," metal market market back back kual lumpur kg kg month low low climb cover lme today local local help overnight level level pric baran krishnaan european support support rgt kl short buy off rose rose cent cent exchang tin tin tin london bid widen ton ton malays turnov day wednesday prem prev total ringgit ringgit ringgit trad trad"
"10129"," night early early incid teach lob attend immed seoul seoul reunif reunif reunif reunif agent cover start start start start start north north north north north north jong yonsei yonsei yonsei food undergradu peopl week troop storm storm monitor stun rally support end end kore denounc fought nation prior univers univers univers author author author damag press press identif indefinit indefinit side cent occupat occupat cut call right resent bid burn grenad strik strik strik strik strik smash korean korean korean korean korean toky period new new note riot riot south south south south detain bord bord se apologis repress day chair break dislodg wednesday unabl town kcna kcna kcna kcna ryu arrest hwa student student student student student student student student student student student panmunjom hong rancour femal station demand demand reptil withdraw attitud action barricad polic polic releas releas fight confer compens desk korea korea korea korea korea hung hung hung hung hung offic funct block"
"10130"," sentenc drug immed interest applic year safet agent nitrofur nitrofur feedmill chua chua jui prison decid breed law belief antibiot thursday face maxim usag nation abid cabinet canc respect feed feed offend health health quot veterin livestock minist minist take new fine consum bernam ban ban ban malays malays effect chick chick meng add ringgit hope"
"10131"," compan market bank bank bank bank bank billion billion system bought fund fund yield percent approv bill thursday open financ financ inject inject cent cent cent offer bln taiw taiw taipei institut institut day instru instru secur worth repurchas newsroom singl operat offic offic offic option"
"10132"," elect recent martin rival territ territ refug repret reintegr month month month revert handov year provinc build extrem stand view appoint war peopl peopl dissid meet britain benefic lead lead govern transf lee felt quest abandon level reut main dissolut futur futur thursday support disturb panel push control party party party party party party party nation sum discuss chin chin chin chin chin chin chin chin chin chin chin chin democrat democrat democrat democrat time time time polit deput hk off incorpor platform civil told work oliv senior senior premy premy visit visit visit visit move ago dialog improv half jame fail step put regim qich atmospher date aim diverg taiw taiw taiw taiw taiw taiw taiw taiw taipei colon commun commun contact contact contact island july plan plan plan plan plan plan wide mainland coop upset relat beij beij beij beij centur plac legisl board remark hong hong hong hong hong favor kong kong kong kong kong brit wrong found chang chang oppos rule rule withdraw set action don don don brought make republ accusat renegad recogn recogn vice creat defeat exact snuff branch demo demo demo demo demo demo offic offic offic sovereignt qian qian interpret prepar group pick"
"10133"," iii iii iii ii ii ii nov danareks danareks danareks jakart jakart sekurit desimon soetot rina mansyur iv iv iv adhi kary dki bii bapind bapindovii rate btn btn btn btn btn ciputr jasa viil sakt pakuwon jati pegada pegada pegada perumah jul jul jul jul jul jul jul jul jul jul polysind jun jun mei mar mar wika bank apr feb amount marg marg fax list indicat indicat straight confirm int astr jan pric pric telephon matur coupon bid aug aug contact detail july pln pln pln pln pln vi vii vii bond bond bond oct oct pt ep indones avail newsroom execut"
"10134"," arun own widur cint duri belid bontang sourc sourc grad stat pertamin pertamin mix main thursday crud crud crud oil industr august singapor singapor mina made allocat allocat allocat allocat toky toky bpd bpd bpd export compar day septemb septemb barrel sept indones indones newsroom newsroom origin group"
"10135"," early stock sharehold stag own sun sun sun agree wire smarton smarton smarton smarton smarton unit unit list list list stat percent percent percent percent percent mull prop shar thursday shk chin telecommun telecommun hk abc public exchang offer offer propert propert propert minist initial mobil mobil propos propos commun commun commun post town hong hong hong kong kong kong held kai kai kai newsroom ipo ipo khan hung hung hung hold clinch"
"10136"," ampl early tight market jakart jakart jakart back tuesday money money money interest rate liquid bilion bank bank bank bank swap deal deal deal deal repeat week salar fund stat stat percent percent percent percent help govern transf overnight overnight overnight thursday afloat remain stabl stabl buy foreign worry civil inject cent rupiah call call serv hove compar wednesday caut held friday suppl aver cond newsroom operat interbank"
"10137"," kual lumpur olein olein stc stc bought ship oil buy purchas rbd india india half ton ton ton wednesday septemb palm palm newsroom feld trad trad"
"10138"," stak stak compan compan compan compan compan compan limit acquir acquir sect sect sect sect sect facil way own merg merg year year year notif notif generat agree site firm invest invest invest invest contruc seek automat red fund loan domest domest ship stat stat percent percent percent percent approv approv approv approv local local local local local requir requir requir requir design busi busi exempt shar thursday open matur print long maxim rent remain remain buy public attract pow foreign foreign foreign foreign foreign foreign foreign foreign foreign foreign financ financ rose cut purchas obtain forc friend minist minist minist minist minist minist minist minist minist trill won tape ent direct direct south simpl ban transport relat plant plant asset board air takeov make allow add parent korea"
"10139"," compan market rumor occur broker sharehold high interest interest interest interest interest rate rate rate rate rate rate beneex beneex ahead term point point point select seng seng invest percy ng ng list asg haix haix maansh fund debt michael ship percent percent percent percent anal anal anal ratio fell index index rally brok anticip thursday shar shar shar shar shar shar shar enterpr enterpr enterpr long weekend chin chin chin chin renew hk hk hk hk hk hk hk hk sustain rise buy dbs made rose rose rose au research cut cut cut cut cut shanghai shanghai shanghai petrochem jilin jilin direct gear earn earn mainland announc announc chemic chemic reduc caut blu secur chip hong hong kong kong expend iron late morn young newsroom add hope hope trad hang hang"
"10140"," entail clear daught jakart jakart protest rival back reach reach reach figurehead suit headquart file file lawsuit accord percept violent slog interv lead govern govern govern troop defend brok outbreak shar sukarnoputr sukarn support support party party lawy lawy suhart decad august off oust oust oust made side side depos work prevent quick court court court court postpon move hear hear gde ketut suart judg megawat megawat megawat megawat megawat megawat tambun chant complex chief chief chief riot riot settl settl settl settl led detail unparallel milit july post pdi pdi pdi found indones indones indones indones rule oppos late adjourn polic polic arm presid presid faction demo offic left"
"10141"," recov compan compan compan compan compan compan compan react limit limit novemb tight market market market market market market market small small small refer clear affil econom econom jail funda stock stock stock stock stock stock sentenc high seoul seoul seoul seoul month rein low fluctu convict year year year term midday bureaucrat cheap hostil imbalanc start tier point billion doesn system line supervis manag good good firm annual list list free rich seek seek larg suspend quart capit capit capit trumpet fund smiley smiley issu issu issu chaebol holland domest bzw cure percent percent percent percent percent percent difficult natur anal flour help requir requir requir govern magic cool cash home philip easy design main big busi index andraw show show reform reform reform shar shar shar shar shar shar shar thursday thursday long long control drop techn increas increas increas time time avoid rais current public public pocket pow outstand return bust daily financ financ paid scept focus comput pack pack margin margin head head procedur research purchas offer offer prevent quot quot minist scrap initial initial won won won won won play slid signif half brib step doubl sweep permit direct allev south south aim lift problem queu earn wand thing institut announc announc announc person definit dominat impact great regulat regulat regulat septemb liberal whichev asset reduc expand accept board present secur secur secur held total suppl transpar major chang corrupt rule rule rule jardin flem set takeov access qualif make make make make impos impos bang ipo ipo measur measur top korea korea branch opportun offic sign trad trad trad eas group"
"10142"," jupit market stock record rate year year year year year year full consensus upgrad invest mohaiyan mohaiyan hlg hlg report percent percent percent percent percent anal anal expect million million million thursday thursday thursday thursday shar shar shar end gold gold gold gold gold gold gold gold digit rise buy provid cent cent cent research research research propert propert continu growth plantat plantat plantat plantat net net net doubl note note note note bulk estimat base incom divid divid divid valuat earn earn earn profit profit profit profit profit result result pretax pretax wednesday concern secur secur secur june late morn switch forecast forecast bhd ringgit ringgit ringgit hope hope hope hope hope hope hope hope surg boost trad beat beat group"
"10143"," tepc tepc rate rate standard poor franc issu straight strong aa aa kant assign assign outlook million thursday matur swiss stabl pow monopo provid posit toky toky sfr electr electr electr septemb account japan bond bond region"
"10144"," market recent thai baht record downgrad rate rate rate rate rate low low low beneex billion system stand invest wire wire firm profil percent percent iec iec iec iec iec iec wirelss difficult airtim commin expect expect expect int cash cash burd suff telephon futur custom shar thursday ensur leav digit digit financ financ financ financ distress provid debentur network flow loss phon initial servic servic servic servic servic improv improv signif plc plc posit posit mobil bbb bbb engineer engineer tri tri tri tri tri tri tri earn commun commun commun result reorgan hand revenu convertibl intern inform total cellul due set set access operat concent inflow reflect reflect onward hold trad subsid slow eas"
"10145"," early novemb tens jail high month rape countr year year year year kill terrent curb captain tie woman curfew occup occup profil guid prefectur michael meet percent percent pay govern nagasak nagasak anok champagn champagn lee bill okinaw okinaw okinaw okinaw saseb saseb km isamu frigat home takad embroil kaor tanigaw mcclusk accus missil personnel legal thursday strength governor case increas area polit murd murd patrol off paid victim schoolgirl seam cut cut city forc forc handbag escalat crim women serv half servicem servicem servicem toky toky mile swanson swanson await south attack attack attack attack southwestern base base base base base base base throat apologis apologis apologis milit milit milit sailor july july land island island charg wednesday involut knif rob rob rob stol arrest secur attempt attempt demand naval naval promis japan japan japan japan japan japan clinton port minnesot oppos battl polic polic presid command compens navy navy park strain walk southern offic restrict trial"
"10146"," calm elect elect daught protest rival rival jakart jakart jakart gener back hard shoot vehicl begin demonstr demonstr year tanjung schedul build build sight start figurehead tall mid armor punish headquart file interior peopl peopl capit alongsid gmt violent suing anal anal slog slog interv custod lead govern govern govern wit troop troop troop feis law yogie suard memet toothach evict thursday thursday sukarnoputr support sukarn disturb ablaz open challeng subvers party party party case case case golkar dissent lawy suhart suhart die win decad polit august pow oust oust stood return car aftermath made cent head city city forc forc entry minist mega court court court court court move parlia crim hear hear district judg scor megawat megawat megawat megawat megawat chief chief complex ent crowd riot riot riot riot led vote milit unparallel throng july charg prev shout shout shout proceed resum order pdi pdi pdi june found indones indones indones indones rule oppos adjourn late set battl polic polic polic worst erupt arm arm fear presid presid presid activ faction park ord demo sign death"
"10147"," compan fire fire fire back back back leak tuesday facil even halt affect unit unit unit unit stream stream stream distill distill distill minor brok mizushim mizushim sendai thursday crud crud crud oil oil oil oil fuel western western kawasak toky northern bpd bpd bpd bpd july july day plant plant refin refin refin spokesm barrel japan japan mitsubish mitsubish mitsubish due outskirt operat operat operat locat"
"10148"," negot nationw limit study counterpropos recent farmland farmland back look rank high langu peac month low begin countr year year schedul newspap newspap newspap newspap newspap north north north north north north north north north north extrem pyongyang shimbun woman jong peninsul food unit unit week stat stat report meet difficult profess profess profess populat suff aid academ thursday yomiur yomiur yomiur yomiur yasuhik kore deliv yoshid yoshid yoshid yoshid yoshid yoshid yoshid saitam talk talk control hyon arrang floodwat nation nation vernacul chin univers reserv bilater short damag damag damag flood flood flood flood return rice rice rice daily daily commit told told told told told ration ration cut work engl forc farm paddy learn tour fact half half disast korean korean korean korean korean korean toky hectar direct pape acr south south realis final sist rive propos exclud commun run run land day yun relat relat includ field effect extern intern japan japan need make top korea korea korea korea korea korea korea korea offic offic offic left"
"10149"," record manil coconut coconut coconut year agent billion billion produc report expect govern administ david million million million aglay virgilio author told ton ton export export earn earn philippin philippin total total dolly mln"
"10150"," compan tuesday broker high soar fall tobacc invest invest deal unit gmt percent local fell pric pric volum brok million thursday shar shar shar shar transmarc transmarc transmarc transmarc tycoon puter sampoern shed weekend telecommun rais off off stood made take sharp sharp sharp risen day profit profit indones takeov trad cross"
"10151"," early specif clos own haldia haldia octob octob octob cargoe cargoe issu issu issu issu stat thursday deliv deliv deliv deliv deliv oil august buy buy singapor off bombay india date ton ton ton corp septemb septemb septemb tend tend tend tend tend tend tend keros keros cancel carg carg carg ioc ioc ioc ioc madr madr oct request request newsroom add add add add indian superior valid trad trad"
"10152"," early target year trln thursday posc posc pohang rais trill trill won won south steel ups goal iron korea sale sale"
"10153"," compan engag clos march year year year shr nil nil nil nil invest stat payabl gain million end dividend dividend dividend parkview parkview parkview hk hk hk cent cent cent loss loss loss propert net net note engineer book except shipbuild turnov profit item passeng hong hong hong kong kong kong total marin newsroom vessel operat group mln"
"10154"," early coconut coconut coconut coconut coconut year agent agent good produc produc report percent govern fell fell fell volum million million million million million thursday aglay oil area author grow sever typhoon declin blam half half sharp period period ton ton ton ton export export export export valu valu h1 philippin philippin philippin total hit dolly coupl"
"10155"," thai baht baht month month shr quart stat million end krung thanakit financ figur bangkok net net doubl note h1 result audit june newsroom"
"10156"," limit limit limit good devic produc environ brok shar control seons seons seons rise rose won emit electr electr earn optim demand morn make prospect trad"
"10157"," recov compan limit popul lopez lopez tempor stock repret revolt manil sharehold sharehold reach interest interest halt halt countr own own year restrain restrain middl generat bank bank bank bank bank bank bank bank bank bank bank bank billion billion seat annual annual annual annual peso peso stockhold larg capit issu issu straight percent east tran wif meet meet meet meet meet govern quest marco marco legal legal shar shar shar shar thursday broadcast control pend pend author rais rais current pcibank pci pci pci pci pci pci pci pci sequest sequest romualdez romualdez romualdez romualdez imeld foreign marcos marcos gokongwei overthrow prevent assoc court court court court court fami fami fami fami fami fami scor ferdinand propos agend vote link electr philippin philippin corp resolut ask ask involut involut board memb memb memb reconsid friday late newsroom suprem suprem suprem presid fourth hold hold ord ord ord ord offic offic disput disput disput block"
"10158"," compan compan engag clos march march bonus year year year shr nil nil manag manag war war invest issu stat percent pric payabl interim million shar shar face face face end expir dividend dividend dividend dividend gold gold gold hk hk cent cent cent cent cent propert propert subscrib initial net note propos develop develop book except turnov profit includ septemb septemb item hong project kong held total newsroom hold"
"10159"," compan clos march year year year shr nil nil nil nil nil radio stat int payabl million end dividend dividend dividend hk hk contrad contrad contrad cent cent cent loss loss loss loss loss net net note book except commun turnov item intern intern equip hong kong total newsroom hold hold distribut mln"
"10160"," early der market market tight jakart jakart jakart jakart syndic back stock stock stock stock stock supe clos secondlin ciputr own own sakt demonstr ahead bargain composit fresh fresh build privat bank point point point billion affect select manag tobacc invest equit list indah capit loan report percent van streak lead troop reshuffl big main index sukarnoputr thursday thursday open end talk party industr win duta horst august singapor off oust makmur vdh rose inject teguh cent pack rupiah obtain propert hunt court surabay fact fact megawat develop session plan profit watch watch announc wednesday wednesday whol tend involut secur project worth station pt dow jone indones indones indones indones aver polic manufactur demo sign subsid trad beat trial"
"10161"," calm tight tight elect elect daught protest rival rival jakart jakart jakart gener back hard shoot vehicl demonstr year ahead tanjung schedul build sight start mid punish headquart file lawsuit interior peopl peopl capit violent suing anal anal custod govern govern lead lead wit troop troop feis law act yogie suard memet toothach evict sukarnoputr thursday thursday support sukarn disturb ablaz challeng gather subvers party party party case case golkar dissent suhart suhart die decad author author polit august pow oust oust return aftermath cent head city city forc forc minist court court court court court postpon parlia crim hear hear hear judg scor megawat megawat megawat megawat chief chief riot riot riot led vote milit unparallel july charg prev resum secur secur station order pdi pdi pdi pdi june found indones indones indones rule adjourn late set polic polic worst erupt arm fear presid presid presid faction ord demo offic sign sign death"
"10162"," night early market econom interest langu rate rate rate rate rate rate rate bank bank point point point point point decreas sourc sourc percent percent expect lend lend slowdown anticip thursday deposit deposit pts weekend weekend chin chin chin time daily daily cent cent cut cut cut cut cut cut quot quot inflat pape pape july compar announc unidentif hong hong kong kong friday aver aver prompt newsroom"
"10163"," negot febru compan compan early market market hous hous carry clos reach month month own own own year year year veto veto veto veto privat privat agree agree agree sumitom corporac relinqu good firm invest deal kk equit equit equit de indicat suspend suspend suspend edmund issu fund loan sourc sourc sourc sourc sourc sourc ship ship ship ship ship ship ship ship ship ship ship stat percent percent expect decid decid govern govern stipul eag show show provis thursday thursday appar talk talk arrang monday discuss industr commod august buy pow pow venezuel venezuel venezuel venezuel venezuel venezuel pressur side mater venal venal venal venal venal venal venal venezolan ongo guyan effort cvg fiv klaman repaid continu half toky note program unrelat ton ton ton ton alumin alumin alumin alumin plan plan steel corp corp result break chemic resolut refin maruben maruben maruben septemb reduc resum familiar faith japan japan japan japan japan japan japan japan japan japan japan japan japan japan mitsubish mitsubish separat late consort consort consort consort consort consort kobe argu intend operat desk ingot ingot ingot ingot top offic trad trad denk disput disput disput sought"
"10164"," novemb singtel singtel singtel year year octob build cover newspap system system system upgrad upgrad upgrad invest invest invest unit unit underway lee lee million million thursday telecommun time time digit singapor singapor singapor singapor network quot handphon handphon mobilelink hsien numb improv signif step chief telecom mobil program interview strait strait commun commun person glob newsroom execut presid offic yang"
"10165"," popul popul sect high beneex yen mid firm firm deal list week larg gmt strong expect lead show brok million million thursday shar shar shar shar shar shar auction financ financ offer assoc numb bid bid consum consum turnov takefuj takefuj takefuj corp wednesday secur demand total japan japan promis promis morn trad"
"10166"," compan stock stock kual lumpur resourc resourc list list treat gmt debut timb pric busi million shar furnitur thursday rgt off exchang offer shh shh initial compar includ board make bhd ringgit ringgit ringgit wood wood hold trad"
"10167"," compan gas gas facil construc franc stat natur lg lg million thursday oil win technip technip won south sa arabia expand saud saud aramc process korea ord ord mln"
"10168"," compan market market clos interest bank bank bank bank bank system today today fund fund fund gmt bill thursday open open financ financ inject inject cent cent cent offer bid taiw taiw taipei institut day actual instru secur demand qualif releas newsroom execut operat operat offic offic"
"10169"," refer credit credit feb war war war spot list issu issu produc pric pric million shar shar min control expirat hk hk hk financ call wheelock wheelock guernsey strik ten gear americ lot paydat exer prem hong hong kong kong styl sept set newsroom lyonnai lyonnai pct"
"10170"," econom syndic carry target interest rate year journ cheap newspap newspap point billion invest deal issu loan method michael report expect sino sino sino mull thursday rent rent hk hk rais rais identif financ typ securit securit offer quot propert propert london direct final basi propos develop incom incom land land land plan expand hong hong kong kong newsroom execut interbank cheng cheng"
"10171"," naphth naphth naphth launch carry carry vlcc vlcc vlcc begin year construc build build build billion billion billion billion formos formos formos formos formos ya invest invest unit larg key complet produc stat expect expect level crack crack crack telephon tank tank tank tank class thursday contract crud oil oil nan cent mater mater fibe comapan bln petrochem complex complex complex ton ton ton taiw taiw taiw taipei transport transport plan plan plan plan plan chemic chemic chemic chemic chemic includ refin cope cope sixth sixth memb refus project project demand demand plast plast plast plast newsroom offic offic offic sign reveal subsid group group group group group group"
"10172"," early market jakart tempor tempor money money term bilion bank bank bank bank billion billion billion week today today thursday matur short cent cent rupiah rupiah rupiah rupiah rph bln certif pape settl sbpus compar sbi sbi suppl suppl indones indones indones due newsroom trad"
"10173"," compan compan sect incid incid submit inspect gas month countr own year term review peninsul automat transmit outag outag kv report report report stat stat east lost reit suff grid grid federat million million million million trig hour end expir nation rgt techn cabinet damag pow pow pow pow replac foreign loss loss cut circuit circuit compon numb util trip paka terengganu coast cost estimat turbin blackout blackout blackout blackout problem tenag tenag tenag tenag tenag tenag led led nasion ani arop simil aug outr malays malays malays malays break break wednesday revenu equip station station station major chairm embarrass hire connect manufactur manufactur execut fault operat bhd ringgit ringgit ringgit ringgit consult offic mln"
"10174"," compan early high yen yen gmt produc produc calorie boom volum brok thursday shar shar increas sweeten robust chem nikk nikk risen chemic demand demand due morn trad"
"10175"," compan early reach march march low low soar year year year year year year start output output firm peopl larg unlist produc produc percent attent pay anal expect expect expect expect calorie calorie calorie busi million million million million thursday tea tea industr increas increas increas increas current rise sweeten sweeten sweeten sweeten sweeten sweeten robust health health chem numb nikk nikk nikk ajinomot ajinomot ajinomot ton ton ton ton sell consum can can drink chemic chemic accept spokesm spokesm elabor demand demand consc due separat make add boost boost sale sale"
"10176"," jakart month soar billion proform stat shar rupiah rupiah net net net net ramayan pre h1 earn profit profit profit june indones newsroom operat sale tax"
"10177"," compan early year yen yen yen firm upgrad decemb gmt brok million million thursday shar end current stood canon canon bid bid bid upward elec revis revis earn earn wednesday wednesday morn parent forecast forecast electron trad"
"10178"," month billion stat shar edg rupiah rupiah net net net prasidh pre h1 earn profit profit profit june operat sale tax"
"10179"," compan compan compan compan compan compan urgent market market market market market clear econom econom situat rumor stock saturday high encour reach reach interest interest interest interest interest interest interest interest interest rate rate rate rate rate rate rate rate rate rate rate rate macroeconom monet monet year year term term page imbalanc start newspap newspap bank bank bank bank bank bank bank bank bank bank bank point billion duty fall suit manag manag invest firm spot annual cycl indicat huge spread larg key capit capit capit capit capit capit capit loan loan loan debt debt produc stat stat stat stat meet percent percent percent percent difficult expect decid lead lead impl bill burd burd level level level main societ insuffic custom brok solut shar thursday task end enterpr push long contract sum remain industr channel channel chin chin chin increas increas increas increas effic rais short short short social current current public outstand reason past grow financ weak provid cent import import cut cut cut cut cut cut cut cut cut cut cut cut cut cut work inflat stimul stimul shanghai shanghai trill fact play half half half half sharp front part direct cost risk risk risk save save save problem consum july immin announc relief resolut wednesday bad reduc reduc reduc instru instru effect comment comment comment comment object flag secur secur demand demand demand demand demand demand total suppl friday role hit cond cond cond late ripe ripe ripe owe need need polic polic polic extent add yuan yuan concent concent static offic offic commerc slow"
"10180"," market immed alert rate rate month point system upgrad key issu sourc grad percent expect nikkei assign outperform shar thursday rais research research research toc toc valu institut institut prev comment aver nomur nomur offic"
"10181"," target provinc bank bank bank bank bank stat percent approv big thursday dividend dividend rais financ commit taiw taiw run plan profit assembl pass offic commerc"
